text	label
kat and shaun are both bandleaders struggling to make a name for themselves in the contemporary music industry . 	0
definitely a crowd-pleaser , but then , so was the roman colosseum . 	1
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to . 	1
behind its doors , an elderly husband and wife guard a secret so dark and complex , no one else has ever shared it . 	0
"on her deathbed , candice klein accidentally asks the question , "" what did i ever do to deserve this ? "" "	0
if she can come to terms with it , rachel might just have a chance at love . 	0
the movie introduces us to frankie ( played by david eigenberg ) a would-be romeo who will put himself though great pains to find his juliet . 	0
this is as respectful a film as byatt fans could hope for , though lovers of the book may wonder why it's necessary . 	1
what if fate intervened and hitler was forced into hiding in post-war london ? 	0
but who is the one doing it , malfoy , gamekeeper hagrid ( robbie coltrane ) , or , even , harry ? 	0
hayek is stunning as frida and . . . a star-making project . 	1
it's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it doesn't necessarily shed more light on its subject than the popular predecessor . 	1
 . . . delivers few moments of inspiration amid the bland animation and simplistic story . 	1
a superfluous sequel . . . plagued by that old familiar feeling of 'let's get this thing over with' : everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find . 	1
 . . . while dark water isn't a complete wash ( no pun intended ) , watched side-by-side with ringu , it ultimately comes off as a pale successor . 	1
there's a delightfully quirky movie to be made from curling , but brooms isn't it . 	1
or this could be the start of a nightmare - the likes of which she could never have imagined . 	0
stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation . 	1
the focus of this story takes place at an annual drag-racing event in fresno , as manuel tries to retain his championship title . 	0
they don't see eye-to-eye on clothes , hair , music , and certainly not in each other's taste in men . 	0
to say analyze that is de niro's best film since meet the parents sums up the sad state of his recent career . 	1
however he's cauught by the mexican secret police and is forced to infiltrate a gruop political activist in the movement of 68 . 	0
meanwhile , a farmer and his son set out on a personal mission to hunt the creeper down . 	0
a love triangle about young people trying to communicate in world where communication is about to change forever . 	0
the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line . 	1
billy is more a showbiz p . r agent than a legal lawyer and minipulates the tabloids into thinking roxie is no more than an innocent 'good time girl' who took the wrong path , than a scheming murderess . 	0
no one can guess who the next killer will be or how to break the chain . 	0
as the girls foil this threat and defeat an army of superpowered monkeys , the powerpuff girls learn that with great power comes great responsibility . 	0
move over bond ; this girl deserves a sequel . 	1
in a place soon to be known as the valley of death , in a small clearing called landing zone x-ray , lt . colonel hal moore ( mel gibson ) and 400 young fathers , husbands , brothers , and sons , all troopers from an elite american combat division , were surrounded by 2 , 000 north vietnamese soldiers . 	0
lando , frustrated with isabel's conservatism and idealism , turns his attention to clara , which irked isabel . 	0
novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama . 	1
"john "" eagle eye "" pennell travels the country collecting his former b-17 crewmen in order to fulfill a pact made many years ago in the heat of battle . "	0
his emotionally wrenching and often humorous long first night back ends in a mutually relentless swordfight with his prospective brother-in-law that forces him into coming to terms with his loss . 	0
manages to be diverting while never falling into a morass of battlefield clich�s . 	1
often demented in a good way , but it is an uneven film for the most part . 	1
eventually , crane teamed up with video technician john carpenter to document his exploits , an association that may very well have led to his murder in a scottsdale , arizona motel room in 1978 , which remains officially unsolved to this day . 	0
if hill isn't quite his generation's don siegel ( or robert aldrich ) , it's because there's no discernible feeling beneath the chest hair ; it's all bluster and clich� . 	1
once again , the intelligence of gay audiences has been grossly underestimated , and a meaty plot and well-developed characters have been sacrificed for skin and flash that barely fizzle . 	1
drank water from a spring that was actually a fountain of youth . 	0
gondry's direction is adequate . . . but what gives human nature its unique feel is kaufman's script . 	1
the film is so packed with subplots involving the various silbersteins that it feels more like the pilot episode of a tv series than a feature film . 	1
she can't get in there because te door is locked . 	0
even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . and that leaves a hole in the center of the salton sea . 	1
 . . . with the gifted pearce on hand to keep things on semi-stable ground dramatically , this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself . 	1
such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema . 	1
now in do&#241 ; a gracia's care , the buddies could not believe their dream has finally come true . 	0
a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking . 	1
as the sulking , moody male hustler in the title role , [franco] has all of dean's mannerisms and self-indulgence , but none of his sweetness and vulnerability . 	1
so when charlie sees mallory with her new boyfriend , curtis , he goes a bit mad . 	0
he spends each night lying awake in torment , waiting and watching as the evil in the darkness grows stronger , feeding off his fear . 	0
three stories of undying love from acclaimed japanese filmmaker takeshi kitano . 	0
soon after , the old man reappears on the shore and is greeted by his wife , who has been waiting for his arrival . 	0
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks . 	1
" "" bad santa "" is the story of two conmen who go on a road trip to malls dressed as santa and his elf . "	0
four outlandish but faithful men , a moslem , a hindu , a jew and a christian coincidently meet up a mountain , at an altitude of 3000 metres . 	0
this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare . 	1
possesses something rare : a degree of genuine reverence in its depiction of surfing as a sport and a subculture . 	1
after waking up in hell to find out that his mask has been stolen by a dream devil by the name of freddy kruger , he must take revenge . 	0
nete's father does not die , his appetite comes back , the doctors begin to have doubts as to the prognosis , and nete has a problem . 	0
in keeping with the holiday spirit , the judge gives davey one last chance at redemption-spend the holiday performing community service as the assistant referee for the youth basketball league or go to jail . 	0
she marches coldly through her day , ignoring him , going about her business . 	0
and this particular scheme requires a large amount of time-travel , and kidnapping austin powers' father , england's master spy , nigel powers . 	0
everyone is wishing for a miracle to happen this summer . 	0
"after exhausting all conventional resources , he reluctantly visits a mystic who offers to show him three "" visions "" of his son's life . "	0
while it doesn't expose any new truths about the problems posed by reaching middle age , it reflects wisely on the truths that already exist . 	1
lightbulbs , fire , barbed wire , mousetraps , staple guns , thumbtacks and glass are weapons of choice in the backyard . 	0
seeing it as a westerner is an enlightening , even liberating , experience . 	1
if you have an uneasy tummy , this movie is not for you ! 	0
set in the early 1970's , this is the tale of a young man whose fiancee has been killed , but who finds himself falling for another woman even while he is still living with his fiancee's grieving parents and being drawn into the legal battle to bring her killer to justice . 	0
now pistachio must make the most of his inherited power in an attempt to track down devilin and save his parents . 	0
for example , she collects cans and bottles to recycle from the beach and buys fish food with the money she makes , then paddles out in the ocean to feed the fish there . 	0
she is forced to approach roxie with an offer of a part in her vaudville act ( filling the gap left by her murdered sister ) , but roxie turns down her offer flat , thinking she needs no support in topping the bill . 	0
in the surroundings of the bookstore , a lot of criminal , but also funny activities take place . 	0
a london website designer ops out of her comfortable but ordinary relationship with a nice boyfriend when she forms a dangerously obsessive bond with a handsome , mysterious mountaineer , who turns out to have some secrets . 	0
this amiable picture talks tough , but it's all bluster -- in the end it's as sweet as greenfingers . . . 	1
however , soon they have the cops and the anti-terror corps on their tails . 	0
this film is adapted from the play the fire and the rain by one of india's foremost playwrights , girish karnad . 	0
but as each retreats into their private worlds of fantasy , a much more lively story unfolds - a story of confrontations that should have happened , of secrets that need to be revealed . 	0
if you're willing to have fun with it , you won't feel cheated by the high infidelity of unfaithful . 	1
after john anderton lost his son to a crime a six years ago , he took up drugs , and works the precog division like nobody else . 	0
majid majidi interviews peasants , soldiers , youngsters , women , elderly and gives a special attention to the children's extraordinary resilience as they are confronted with the emotional and physical turmoil of war . 	0
there's lots of cool stuff packed into espn's ultimate x . 	1
clearly in over his head with both assignments , landon is forced to ask jamie for help . 	0
"just before easter 2001 , a semi-trailer loaded with 40 , 000 bottles of beer crashed into the tweed river on the out skirts of the northern new south wales town of murwillumbah ( known as "" murbah "" to the locals ) . "	0
her struggle for freedom and a sense of identity culminates in a conflict where the one love may not be the one you can trust and the habits with which one sleepwalks through life are not easily broken . 	0
yan tells lynn he loves her and wants to marry her . 	0
while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle . 	1
a little weak -- and it isn't that funny . 	1
ira member bobby sands is imprisoned in northern ireland . 	0
a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within . 	1
as he experiences each aberration , the artist enters an almost trance-like state , during which he paints what he sees . 	0
after 20 years of exile in paris , gustavo returns to his native city s&#227 ; o paulo . 	0
the pitch must have read like a discarded house beautiful spread . 	1
jamie lee curtis ( true lies ) and lindsay lohan ( the parent trap ) star in the remake of the 1976 disney classic freaky friday . 	0
he begins to spread the gospel of communal ideals , which he has absorbed during his travels in india . 	0
despite a blue-chip cast and a provocative title , writer-director peter mattei's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy . 	1
a model of what films like this should be like . 	1
it's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel . . . 	1
the sensuous-poetic film is an appeal to dream and a hommage to the great actor klaus kinski . 	0
painfully bleak and disheartening . . . brilliantly made and uncompromising	1
a special kind of movie , this melancholic film noir reminded me a lot of memento . . . 	1
a charming and funny story of clashing cultures and a clashing mother/daughter relationship . 	1
the body bears strange marks on the chest which may or may not be the sign of a sin eater ( furmann ) , a renegade who offers absolution , last rites and therefore a path to heaven outside the jurisdiction of the church . 	0
for the little hope that is left , frodo and sam march on into mordor , unprotected . 	0
this comic gem is as delightful as it is derivative . 	1
it's been 13 months and 295 preview screenings since i last walked out on a movie , but resident evil really earned my indignant , preemptive departure . 	1
it's incredibly enjoyable to watch derrida pick apart , and fight against , the very process and premise of making a film about someone , particularly him . 	1
mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . 	1
this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life . 	1
there's a great deal of corny dialogue and preposterous moments . and yet , it still works . 	1
handled correctly , wilde's play is a masterpiece of elegant wit and artifice . here , alas , it collapses like an overcooked souffl� . 	1
 it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . 	1
along the way , the filmmakers try to learn from these relationship veterans , while navigating their own fledgling polyamorous relationships . 	0
once the transformation is complete , he's ready to take on the evil perpetrators of operation whitewash--mr feather , penelope snow aka white she devil , and , ultimately , the man . 	0
set in an american town in the rocky mountains in the 1930s . 	0
the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies . 	1
imamura's delight in the infinite oddity of men and women is goofy ; it's also , at heart , reverent . 	1
by the end , it becomes clear that the patient is the woman in the story and the narrator is her suitor . 	0
soon , the team begins to suspect that knowles' main objective is actually to recover the prototype of a dna testing machine called the huxley project , which his company has spent years and millions of dollars developing . 	0
stiles takes red green and the other lodge members to court , forcing them to come up with $10 , 000 in damages in ten days - or else lose their beloved possum lodge . 	0
smith's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes . 	1
with the exception of mccoist , the players don't have a clue on the park . the acting isn't much better . 	1
wallowing in self-pity for years , he decides to commit suicide . 	0
he confesses to committing a series of particularly horrifying murders of exclusively female victims . 	0
green dragon falls prey to some threadbare hollywood conventions , but otherwise maintains a high level of maturity and emotion as it examines the lives of vietnamese refugees entering america in 1975 . 	1
the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers . 	1
but then everything changes when they discover the world's biggest nugget - worth many millions of dollars . 	0
and eventually some eyes turn toward the drifter , vince . 	0
when [reno] lets her radical flag fly , taking angry potshots at george w . bush , henry kissinger , larry king , et al . , reno devolves into a laugh-free lecture . 	1
she scorned him for not standing by her and they parted forever with a heart-broken paro entering into a chaste marriage with a wealthy , much older man , zamindar bhuvan ( vijayendra ghagte ) , while a shattered devdas walked towards anguish , alcoholism &#38 ; chandramukhi ( madhuri dixit ) . 	0
the mushy finale turns john q into a movie-of-the-week tearjerker . 	1
her mother convinces gus to let her take some computer classes at college ( making him think it's his idea ) . 	0
jack has a history with charlie , a transient who portrays a typical image of the homeless : rough , unshaven and always looking for the next drink . 	0
a british officer sees the drummer chasing his canteen and mistakes him as a deserter running away through the woods . 	0
poets is essentially a travelogue of the british isles , juxtaposed with an anthology of classical and contemporary verse , macro-cosmic in scope , microcosmic in its singular intensity . 	0
during the heist , they have to work together to overcome high-tech security systems , guard dogs , a nasty head of security , and a bank vault that is suspended 30 feet above ground . 	0
he must use his amateur military skills to beat them to the finish line , and get the tape out in the open . 	0
easily stands alongside such throat-clutching classics of cinematic political action as z and the battle of algiers . 	1
not just any dress , this is a 1930s parisian ball gown , and the two women's respective desires for it are played out to a comical through bitter end . 	0
4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip . 	1
while she is away a strange man with an axe comes into the motel room and attacks matt . 	0
what if jesus were born in the year 2002 to a young jewish couple in new york city , instead of bethlehem two millennia ago ? 	0
unaware of the events to come , they quickly discovered that dabbling with the element of time may have dire consequences . 	0
suk , a korean martial artist , brought up by the organization since early childhood , is the man they trust to fight these 'special' matches . 	0
overall tomfoolery like this is a matter of taste . 	1
"on her last day alive , she develops an unusual relationship with kevin , a bisexual hustler specializing in "" freaks . "" "	0
an exciting debut from promising , and fairly disturbed , young director/screenwriter dylan kidd . 	1
fresh from a series of emotional traumas , allison is distrustful and not so easily rescued , though over a period of two days she comes to regard her idealization of dylan as a last opportunity for security and happiness . 	0
"in a botched attempt to organize a protest against their "" slave labor "" , the women take over the prison - a rare glimpse of the effects of the prison industrial complex on female inmates . "	0
reign of fire may be little more than another platter of reheated aliens , but it's still pretty tasty . 	1
harland williams is so funny in drag he should consider permanent sex-reassignment . 	1
a lot of people go missing in his movie and nobody ever shows back up . 	0
it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame . 	1
involving at times , but lapses quite casually into the absurd . 	1
there are wonderful moments of humor , and demonstrations of humanity , strength , and the resilience of the human spirit . 	1
the last kiss , a crowd-pleaser in the deepest sense , mixes heartbreak and happiness together until you don't even want to see them apart . 	1
she calls on a fairy godmother to grants her three wishes . 	0
trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible . 	1
however , jane , wendy's 12-year-old daughter , sees it all as make believe and refuses to believe in the tales . 	0
if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor . 	1
another in-your-face wallow in the lower depths made by people who have never sung those blues . 	1
the final result makes for adequate entertainment , i suppose , but anyone who has seen chicago on stage will leave the theater feeling they've watched nothing but a pale imitation of the real deal . 	1
in some cases love means actual love , in other cases it means sex , and in one case it means losing one's virginity . 	0
by the time their power struggle is finally resolved , both bob and the assistant learn that neither one of them is really in charge . 	0
with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . 	1
for a rapsploitation film to target and frown upon the darker forces of its nature is certainly a good sign for the maturation of the genre . 	1
murder by numbers is like a couple of mediocre tv-movie -of-the-week films clumsily stuck together . 	1
it's both a necessary political work and a fascinating documentary . . . 	1
an overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort . 	1
an affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer's previous collaboration , miss congeniality . 	1
when two thirteen-year-old boys fall deeply in love with her , they find themselves on a collision course with one another that could not only destroy their friendship , but take the tiny town of medda , alabama with them . 	0
in its ragged , cheap and unassuming way , the movie works . 	1
the pursuit eventually takes us back to l . a . , where secrets begin to get exposed . . . . 	0
when in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip . or else a doggie winks . 	1
one tragic night , john rescues angela from a wicked act of betrayal . 	0
mois&#233 ; s kaufman and members of new york's tectonic theater project went to laramie , wyoming after the murder of matthew shepard . 	0
ritchie's film is easier to swallow than wertmuller's polemical allegory , but it's self-defeatingly decorous . 	1
bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers . 	1
the farmer whom the barn belongs to is distraught and can't cope from the intruder's power of articulations . 	0
the balkans provide the obstacle course for the love of a good woman . 	1
using this violence as a springboard , bret begins a new game , a game where only he knows the rules . 	0
bullock's complete lack of focus and ability quickly derails the film	1
it manages to squeeze by on angelina jolie's surprising flair for self-deprecating comedy . 	1
i don't know if frailty will turn bill paxton into an a-list director , but he can rest contentedly with the knowledge that he's made at least one damn fine horror movie . 	1
the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him . 	1
when gene returns , lillian finds herself caught in the middle of a triangle . 	0
this gently retro story of a young morman missionary in the pacific islands of tonga loses some wholesomeness points due to some smug insularity . 	1
has the kitsch appeal of a farm implement on a restaurant wall , or an andy warhol mao poster : interesting , but not for its original purpose . 	1
no one knows this better than 35-year-old vince , back in his hometown of van wert , ohio , after a 13-year absence . 	0
using two separate filmmaking teams ( an all-white crew filming white residents and an all-black camera crew filming black residents ) , two towns of jasper captures very different racial views by townsfolk in jasper , texas , the location for a racially motivated murder of an african american in 1998 . 	0
ultimately , the film amounts to being lectured to by tech-geeks , if you're up for that sort of thing . 	1
there's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career . 	1
two college grads land an entry level mafia job driving a retiring don's car cross country . 	0
julia is played with exasperating blandness by laura regan . 	1
it's not a film to be taken literally on any level , but its focus always appears questionable . 	1
however when he finds it's in a porno with actress sharonna he can't go through with it despite her good advice on how to do it . 	0
"this "" hitchcockian "" thriller tells the story of a young new york investment banker ( hartnett ) who becomes obsessed with a woman he sees in a cafe , believing her to be his long-lost love , following her home to her apartment , where he waits for her , going so far as to put his engagement on hold . "	0
far-fetched premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive love . 	1
a hushed contemplation of the kind of senseless , all-too-frequent tragedy that leaves the survivors reeling and speechless . 	1
ultimately , jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with . 	1
mostly , shafer and co-writer gregory hinton lack a strong-minded viewpoint , or a sense of humor . 	1
"set 10 years after the events in "" the phantom menace "" . "	0
a bad and bloody gang war is about to erupt on the dysfunctional streets of brooklyn . 	0
with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , the dogwalker has a few characters and ideas , but it never manages to put them on the same path . 	1
with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . 	1
her mother's friends , who formed a secret society , the ya-ya sisterhood , as children , kidnap siddalee from her new york apartment and take her home to louisiana , where they explain why her mother mistreated her with help from the secret ya-ya scrapbook ( and copious flashbacks ) . 	0
a stunning piece of visual poetry that will , hopefully , be remembered as one of the most important stories to be told in australia's film history . 	1
like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end . 	1
leggy zeta-jones is so hot in the 'all that jazz' number , she's flammable . and zellweger defines delicious . 	1
they find him guilty and he is sent back into the forest to be hunted down by the family . 	0
as any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death . on that score , the film certainly doesn't disappoint . 	1
pitted against steroid-taking competitors and the biggest sports-nutrition company in the world , he is up against odds and enemies who want to destroy him . 	0
about amy's cuteness , amy's career success ( she's a best-selling writer of self-help books who can't help herself ) , and amy's neuroses when it comes to men . 	1
"the message becomes the savior for "" the country bears , "" an equal parts silly and sweet tale that wears its great big ol' heart on its grizzly-sized sleeve . "	1
lukas and his friends live in a commune out in the woods . 	0
sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely . 	1
anchored by a terrific performance by abbass , satin rouge shows that the idea of women's self-actualization knows few continental divides . 	1
rumours of haunting , paired with the desire to forget the painful tragedy that took place five years before , have kept the truth of holy angel's last days buried with the innocent victims . 	0
and too late for neil too - his wife jenny has already applied to adopt an african girl . 	0
nine good teeth reveals many of the common truths hidden away in all our families , as well as the unexpected - late night visits from jack kerouac , illicit love affairs and the occasional murder . 	0
williams creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity . 	1
character development is conveyed primarily through the combatants actions and the choices they make as they progress across their combat route . 	0
calvin and his friends , who all live an in orphanage , find old shoes with the faded letters mj connected to a powerline . 	0
a strong enough effort to be worthy of faint praise . 	1
the film is just a big , gorgeous , mind-blowing , breath-taking mess . 	1
during the heist , the kids overcome high-tech security systems , guard dogs , and a nasty head of security to get to a bank vault suspended 100-feet above ground . 	0
death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again . 	1
 . . . one of the most ingenious and entertaining thrillers i've seen in quite a long time . 	1
warren is the outrageous gay hairdresser , alex the shy assistant , steven - the smarmy client and gary , the photographer on the verge of a nervous breakdown . 	0
it's a pedestrian , flat drama that screams out 'amateur' in almost every frame . 	1
maggie's father , yayo , runs a successful bakery , steve is a politician , elena is a fashion designer , ms . al seeks love , conrado is a bashful deliveryman , and mateo is looking for a chance in life . 	0
whether you like rap music or loathe it , you can't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . 	1
"the accident leaves matt blind but also gives him a heightened "" radar sense "" that allows him to "" see "" far better than any man . "	0
"the five protagonists of my film are women who have not been able to organize the large "" stones "" in their lives . "	0
while maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among wiseman's warmest . 	1
beautifully crafted and brutally honest , promises offers an unexpected window into the complexities of prejudice . 	1
based on frances mayes' memoir of the same name . 	0
utterly lacking in charm , wit and invention , roberto benigni's pinocchio is an astonishingly bad film . 	1
inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss . 	1
a poky and pseudo-serious exercise in sham actor workshops and an affected malaise . 	1
oh come on . like you couldn't smell this turkey rotting from miles away . 	1
exhibits the shallow sensationalism characteristic of soap opera . . . more salacious telenovela than serious drama . 	1
add yet another hat to a talented head , clooney's a good director . 	1
 . . . tara reid plays a college journalist , but she looks like the six-time winner of the miss hawaiian tropic pageant , so i don't know what she's doing in here . . . 	1
still suffering from her hangover , julie doesn't realize that ellen is missing when the school bus leaves the cemetery . 	0
soon , he finds that his fellow patients are being murdered one by one . 	0
with terry in the corner office , you'll never be late for the morning meeting again . 	0
young cop kong yat hong ( karen mok ) and her partner mark are put on the case . 	0
it's all about love is a fresh take on modern love and future life as two lovers struggle in a conspiracy of epic proportions . 	0
elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this . 	1
it's too long , too repetitive , and takes way too many years to resolve to be a total winner . 	1
but hamilton high is about to become an all too real battleground when a well-organized group of killers armed with automatic weapons and explosives invade the supposedly deserted school after hours to use it as an operating base for meticulously planned armored car robbery . 	0
in the latino neighborhood of new york city's washington heights , two sons of immigrants one dominican , one irish wrestle with ambition and identity , only to discover that sometimes pursuing one's dreams comes at a heavy cost . 	0
las horas es una de las obras que con mayor apasionamiento reflexiona acerca del hecho de vivir . . . 	1
as they make their way to the city from suburban pennsylvania , april must endure a comedy of errors - like finding out her oven doesn't work - in order to pull off the big event . 	0
but when the substitute institutes some strange redefinitions of naughty and nice , putting christmas at risk , it's up to scott to return with a new bag of magic to try to save christmas . 	0
their parents , miffed by this , decide to go and kidnap st . nick , unaware that their plan will soon backfire upon them in fun and happy ways . 	0
every joke is repeated at least four times . every joke is repeated at least four times . every joke is repeated at least--annoying , isn't it ? 	1
hitting the road in a brand-new suv , they're having the time of their lives until something funny happens on the way to the monster truck show in reno . 	0
while mitchell is there , his mother shows up to get the gun . 	0
dares to look conventional hollywood wisdom in the eye and refuses to blink	1
ben stiller and jack black star as tim and nick , best friends , neighbors and co-workers , whose equal footing is suddenly tripped up when one of nick's harebrained get-rich-quick schemes actually succeeds : vapoorizer , a spray that literally makes dog poop , or any other kind for that matter , evaporate into thin air -- to where exactly is anyone's guess . 	0
when the young and highly repressive king pentheus discovers that his own mother agave has given herself over to this upstart god of wine and erotic joy , he declares a state of war , despite the very stern warnings of cadmus , the former king and the famed prophet teiresias . 	0
"forced to think fast , the producer decides to digitally create an actress "" simone "" to sub for the star--the first totally believable synthetic actress . "	0
"his sister nicole is 15 , and dealing with her impending womanhood ; middle brother mike is the "" normal "" one , but in some ways the most childish - his latest conquest is nadine , who runs the dog kennel at his security guard job . "	0
fame hungry roxie hart dreams of a life on the vaudville stage , and spends her nights jazzing it up in the bright lights of chicago , continually hoping that she'll find her lucky break , and be shot into 1920's stardom , so able to flee her boring husband amos . 	0
his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . 	1
there are some movies that hit you from the first scene and you know it's going to be a trip . igby goes down is one of those movies . 	1
as for joe , he is bent on revenge for the beating he took , and soon he has a new prot&#233 ; g&#233 ; brad ( rick schroder ) who is just as good if not better then johnny . 	0
characterisation has been sacrificed for the sake of spectacle . 	1
not a moment will go by when he isn't on camera , whether at work or at home . 	0
rewarding for its brash originality and daring in etching a portrait of a man who refuses to take life's disappointments lying down . 	1
this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be . 	1
meanwhile , obi-wan kenobi continues to train the young jedi anakin skywalker , who fears that the jedi code will forbid his growing romance with amidala . . . 	0
marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie . 	1
he comes to the terrible realization that he has never held his mothers right hand . 	0
the deeper matt runs into the forest the farther his mind is lost to the blackwoods . 	0
his daughter has been kidnapped by the man who owns the stones , and wants them back . 	0
does paint some memorable images . . . , but makhmalbaf keeps her distance from the characters	1
the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? 	1
a film worthy of comparison to truffaut's best cinematic poems . 	1
burning clean follows johnny , a young man caught between the grinding poverty of the urban ghetto and a con artist mother who depends on him for survival , on the day he must forsake her to save himself . 	0
a modest pleasure that accomplishes its goals with ease and confidence . 	1
five screenwriters are credited with the clich�-laden screenplay ; it seems as if each watered down the version of the one before . 	1
but with betts systematically eliminating anyone in his way , a further web of conspiracy unfolds and rachel and daniel are led to her old family doctor , robert barrum ( frank finlay ) . 	0
the films stars roark critchlow ( days of our lives , friends , mr . deeds ) as the would be husband who has to come clean about a few things from his past and risk losing the love of his life . 	0
as the story unfolds , the real intentions of the little devil become clear . 	0
brad , an art student hoping to win a prestigious fellowship , finds his life and career turned upside down when he falls for a faculty member at his college , lisa ducharme , who just happens to be his girlfriend's thesis adviser . . . 	0
how can neil and stevie get out of their mistaken marriages and into each others arms ? 	0
daphne must attempt to fit in with the social requirements demanded of her , while also getting to know her father , dealing with his territorial other daughter , and maintaining her own self-identity . 	0
this movie . . . doesn't deserve the energy it takes to describe how bad it is . 	1
but sy discovers that the yorkins are not as perfect as they seem and becomes a man on a mission to expose the imperfections of the yorkin family at any cost . 	0
what begins as a seemingly brainless , bubbly romantic comedy becomes a cliche-drenched melodrama by mid-film and , by film's end , a feminist action fantasy . 	1
 . . . once the true impact of the day unfolds , the power of this movie is undeniable . 	1
in the streets of east los angeles , manny is a formidable drug dealer . 	0
they nevertherless feel responsible to protect the flag until monday's ceremony . 	0
a big time drug dealer victor rosa ( john leguizamo ) is looking to get out of the game and sees his chance with a big deal with a new friend who happens to be a wall st . stockbroker . 	0
it wouldn't be my preferred way of spending 100 minutes or $7 . 00 . 	1
a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy . 	1
she silently waits , filled with fear and fading hope for the fate of a loved one , her son , who will never return . 	0
it caused a rift between the families and even though devdas tried to convince his father , only antagonism came his way . 	0
trapped in a lovers triangle and ruthless game of lust , greed , and betrayal we follow one woman's hypnotic journey to discover her true self . . . 	0
it's hard not to like a film that has sky divers jumping out of helicopters to catch flying dragons in a big net . 	1
